NO;Tanggal;Kurs
664;11/21/2023 12:00:00 AM;15436
665;11/20/2023 12:00:00 AM;15419
666;11/17/2023 12:00:00 AM;15504
667;11/16/2023 12:00:00 AM;15595
668;11/15/2023 12:00:00 AM;15503
669;11/14/2023 12:00:00 AM;15699
670;11/13/2023 12:00:00 AM;15713
671;11/10/2023 12:00:00 AM;15693
672;11/9/2023 12:00:00 AM;15649
673;11/8/2023 12:00:00 AM;15629
674;11/7/2023 12:00:00 AM;15593
675;11/6/2023 12:00:00 AM;15550
676;11/3/2023 12:00:00 AM;15771
677;11/2/2023 12:00:00 AM;15861
678;11/1/2023 12:00:00 AM;15946
679;10/31/2023 12:00:00 AM;15897
680;10/30/2023 12:00:00 AM;15916
681;10/27/2023 12:00:00 AM;15941
682;10/26/2023 12:00:00 AM;15933
683;10/25/2023 12:00:00 AM;15871
684;10/24/2023 12:00:00 AM;15869
685;10/23/2023 12:00:00 AM;15943
686;10/20/2023 12:00:00 AM;15856
687;10/19/2023 12:00:00 AM;15838
688;10/18/2023 12:00:00 AM;15731
689;10/17/2023 12:00:00 AM;15718
690;10/16/2023 12:00:00 AM;15716
691;10/13/2023 12:00:00 AM;15709
692;10/12/2023 12:00:00 AM;15702
693;10/11/2023 12:00:00 AM;15710
694;10/10/2023 12:00:00 AM;15708
695;10/9/2023 12:00:00 AM;15675
696;10/6/2023 12:00:00 AM;15628
697;10/5/2023 12:00:00 AM;15601
698;10/4/2023 12:00:00 AM;15636
699;10/3/2023 12:00:00 AM;15600
700;10/2/2023 12:00:00 AM;15519
701;9/29/2023 12:00:00 AM;15487
702;9/27/2023 12:00:00 AM;15526
703;9/26/2023 12:00:00 AM;15464
704;9/25/2023 12:00:00 AM;15399
705;9/22/2023 12:00:00 AM;15383
706;9/21/2023 12:00:00 AM;15397
707;9/20/2023 12:00:00 AM;15396
708;9/19/2023 12:00:00 AM;15381
709;9/18/2023 12:00:00 AM;15373
710;9/15/2023 12:00:00 AM;15367
711;9/14/2023 12:00:00 AM;15357
712;9/13/2023 12:00:00 AM;15367
713;9/12/2023 12:00:00 AM;15344
714;9/11/2023 12:00:00 AM;15352
715;9/8/2023 12:00:00 AM;15341
716;9/7/2023 12:00:00 AM;15334
717;9/6/2023 12:00:00 AM;15307
718;9/5/2023 12:00:00 AM;15260
719;9/4/2023 12:00:00 AM;15247
720;9/1/2023 12:00:00 AM;15252
721;8/31/2023 12:00:00 AM;15237
722;8/30/2023 12:00:00 AM;15239
723;8/29/2023 12:00:00 AM;15263
724;8/28/2023 12:00:00 AM;15294
725;8/25/2023 12:00:00 AM;15297
726;8/24/2023 12:00:00 AM;15253
727;8/23/2023 12:00:00 AM;15319
728;8/22/2023 12:00:00 AM;15326
729;8/21/2023 12:00:00 AM;15329
730;8/18/2023 12:00:00 AM;15308
731;8/16/2023 12:00:00 AM;15308
732;8/15/2023 12:00:00 AM;15346
733;8/14/2023 12:00:00 AM;15323
734;8/11/2023 12:00:00 AM;15225
735;8/10/2023 12:00:00 AM;15204
736;8/9/2023 12:00:00 AM;15206
737;8/8/2023 12:00:00 AM;15229
738;8/7/2023 12:00:00 AM;15178
739;8/4/2023 12:00:00 AM;15168
740;8/3/2023 12:00:00 AM;15198
741;8/2/2023 12:00:00 AM;15171
742;8/1/2023 12:00:00 AM;15117
743;7/31/2023 12:00:00 AM;15092
744;7/28/2023 12:00:00 AM;15083
745;7/27/2023 12:00:00 AM;15003
746;7/26/2023 12:00:00 AM;15032
747;7/25/2023 12:00:00 AM;15007
748;7/24/2023 12:00:00 AM;15028
749;7/21/2023 12:00:00 AM;15026
750;7/20/2023 12:00:00 AM;14991
751;7/18/2023 12:00:00 AM;14994
752;7/17/2023 12:00:00 AM;15007
753;7/14/2023 12:00:00 AM;14945
754;7/13/2023 12:00:00 AM;14978
755;7/12/2023 12:00:00 AM;15084
756;7/11/2023 12:00:00 AM;15162
757;7/10/2023 12:00:00 AM;15192
758;7/7/2023 12:00:00 AM;15136
759;7/6/2023 12:00:00 AM;15062
760;7/5/2023 12:00:00 AM;15013
761;7/4/2023 12:00:00 AM;15018
762;7/3/2023 12:00:00 AM;15034
763;6/27/2023 12:00:00 AM;15000
764;6/26/2023 12:00:00 AM;15026
765;6/23/2023 12:00:00 AM;14998
766;6/22/2023 12:00:00 AM;14918
767;6/21/2023 12:00:00 AM;14982
768;6/20/2023 12:00:00 AM;15040
769;6/19/2023 12:00:00 AM;14994
770;6/16/2023 12:00:00 AM;14945
771;6/15/2023 12:00:00 AM;14943
772;6/14/2023 12:00:00 AM;14895
773;6/13/2023 12:00:00 AM;14868
774;6/12/2023 12:00:00 AM;14874
775;6/9/2023 12:00:00 AM;14853
776;6/8/2023 12:00:00 AM;14903
777;6/7/2023 12:00:00 AM;14875
778;6/6/2023 12:00:00 AM;14839
779;6/5/2023 12:00:00 AM;14888
780;5/31/2023 12:00:00 AM;15003
781;5/30/2023 12:00:00 AM;14969
782;5/29/2023 12:00:00 AM;14973
783;5/26/2023 12:00:00 AM;14959
784;5/25/2023 12:00:00 AM;14952
785;5/24/2023 12:00:00 AM;14905
786;5/23/2023 12:00:00 AM;14878
787;5/22/2023 12:00:00 AM;14897
788;5/19/2023 12:00:00 AM;14936
789;5/17/2023 12:00:00 AM;14875
790;5/16/2023 12:00:00 AM;14810
791;5/15/2023 12:00:00 AM;14812
792;5/12/2023 12:00:00 AM;14752
793;5/11/2023 12:00:00 AM;14722
794;5/10/2023 12:00:00 AM;14746
795;5/9/2023 12:00:00 AM;14757
796;5/8/2023 12:00:00 AM;14709
797;5/5/2023 12:00:00 AM;14674
798;5/4/2023 12:00:00 AM;14632
799;5/3/2023 12:00:00 AM;14706
800;5/2/2023 12:00:00 AM;14703
801;4/28/2023 12:00:00 AM;14661
802;4/27/2023 12:00:00 AM;14751
803;4/26/2023 12:00:00 AM;14882
804;4/18/2023 12:00:00 AM;14855
805;4/17/2023 12:00:00 AM;14773
806;4/14/2023 12:00:00 AM;14666
807;4/13/2023 12:00:00 AM;14792
808;4/12/2023 12:00:00 AM;14866
809;4/11/2023 12:00:00 AM;14888
810;4/10/2023 12:00:00 AM;14905
811;4/6/2023 12:00:00 AM;14943
812;4/5/2023 12:00:00 AM;14933
813;4/4/2023 12:00:00 AM;14913
814;4/3/2023 12:00:00 AM;14990
815;3/31/2023 12:00:00 AM;14977
816;3/30/2023 12:00:00 AM;15062
817;3/29/2023 12:00:00 AM;15094
818;3/28/2023 12:00:00 AM;15088
819;3/27/2023 12:00:00 AM;15174
820;3/24/2023 12:00:00 AM;15189
821;3/21/2023 12:00:00 AM;15349
822;3/20/2023 12:00:00 AM;15372
823;3/17/2023 12:00:00 AM;15364
824;3/16/2023 12:00:00 AM;15418
825;3/15/2023 12:00:00 AM;15365
826;3/14/2023 12:00:00 AM;15380
827;3/13/2023 12:00:00 AM;15374
828;3/10/2023 12:00:00 AM;15468
829;3/9/2023 12:00:00 AM;15438
830;3/8/2023 12:00:00 AM;15451
831;3/7/2023 12:00:00 AM;15359
832;3/6/2023 12:00:00 AM;15301
833;3/3/2023 12:00:00 AM;15306
834;3/2/2023 12:00:00 AM;15273
835;3/1/2023 12:00:00 AM;15250
836;2/28/2023 12:00:00 AM;15240
837;2/27/2023 12:00:00 AM;15274
838;2/24/2023 12:00:00 AM;15216
839;2/23/2023 12:00:00 AM;15187
840;2/22/2023 12:00:00 AM;15218
841;2/21/2023 12:00:00 AM;15179
842;2/20/2023 12:00:00 AM;15168
843;2/17/2023 12:00:00 AM;15199
844;2/16/2023 12:00:00 AM;15176
845;2/15/2023 12:00:00 AM;15194
846;2/14/2023 12:00:00 AM;15168
847;2/13/2023 12:00:00 AM;15216
848;2/10/2023 12:00:00 AM;15140
849;2/9/2023 12:00:00 AM;15120
850;2/8/2023 12:00:00 AM;15122
851;2/7/2023 12:00:00 AM;15139
852;2/6/2023 12:00:00 AM;15055
853;2/3/2023 12:00:00 AM;14898
854;2/2/2023 12:00:00 AM;14868
855;2/1/2023 12:00:00 AM;14991
856;1/31/2023 12:00:00 AM;14992
857;1/30/2023 12:00:00 AM;14979
858;1/27/2023 12:00:00 AM;14978
859;1/26/2023 12:00:00 AM;14964
860;1/25/2023 12:00:00 AM;14958
861;1/24/2023 12:00:00 AM;14930
862;1/20/2023 12:00:00 AM;15121
863;1/19/2023 12:00:00 AM;15113
864;1/18/2023 12:00:00 AM;15137
865;1/17/2023 12:00:00 AM;15154
866;1/16/2023 12:00:00 AM;15019
867;1/13/2023 12:00:00 AM;15177
868;1/12/2023 12:00:00 AM;15366
869;1/11/2023 12:00:00 AM;15527
870;1/10/2023 12:00:00 AM;15589
871;1/9/2023 12:00:00 AM;15574
872;1/6/2023 12:00:00 AM;15635
873;1/5/2023 12:00:00 AM;15610
874;1/4/2023 12:00:00 AM;15615
875;1/3/2023 12:00:00 AM;15590
876;1/2/2023 12:00:00 AM;15572
877;12/30/2022 12:00:00 AM;15592
878;12/29/2022 12:00:00 AM;15731
879;12/28/2022 12:00:00 AM;15703
880;12/27/2022 12:00:00 AM;15659
881;12/26/2022 12:00:00 AM;15636
882;12/23/2022 12:00:00 AM;15605
883;12/22/2022 12:00:00 AM;15594
884;12/21/2022 12:00:00 AM;15601
885;12/20/2022 12:00:00 AM;15608
886;12/19/2022 12:00:00 AM;15621
887;12/16/2022 12:00:00 AM;15617
888;12/15/2022 12:00:00 AM;15630
889;12/14/2022 12:00:00 AM;15619
890;12/13/2022 12:00:00 AM;15661
891;12/12/2022 12:00:00 AM;15642
892;12/9/2022 12:00:00 AM;15587
893;12/8/2022 12:00:00 AM;15624
894;12/7/2022 12:00:00 AM;15619
895;12/6/2022 12:00:00 AM;15576
896;12/5/2022 12:00:00 AM;15409
897;12/2/2022 12:00:00 AM;15429
898;12/1/2022 12:00:00 AM;15617
899;11/30/2022 12:00:00 AM;15742
900;11/29/2022 12:00:00 AM;15737
901;11/28/2022 12:00:00 AM;15729
902;11/25/2022 12:00:00 AM;15668
903;11/24/2022 12:00:00 AM;15647
904;11/23/2022 12:00:00 AM;15700
905;11/22/2022 12:00:00 AM;15716
906;11/21/2022 12:00:00 AM;15707
907;11/18/2022 12:00:00 AM;15692
908;11/17/2022 12:00:00 AM;15687
909;11/16/2022 12:00:00 AM;15610
910;11/15/2022 12:00:00 AM;15564
911;11/14/2022 12:00:00 AM;15499
912;11/11/2022 12:00:00 AM;15493
913;11/10/2022 12:00:00 AM;15701
914;11/9/2022 12:00:00 AM;15654
915;11/8/2022 12:00:00 AM;15684
916;11/7/2022 12:00:00 AM;15692
917;11/4/2022 12:00:00 AM;15736
918;11/3/2022 12:00:00 AM;15681
919;11/2/2022 12:00:00 AM;15652
920;11/1/2022 12:00:00 AM;15647
921;10/31/2022 12:00:00 AM;15596
922;10/28/2022 12:00:00 AM;15542
923;10/27/2022 12:00:00 AM;15573
924;10/26/2022 12:00:00 AM;15596
925;10/25/2022 12:00:00 AM;15616
926;10/24/2022 12:00:00 AM;15590
927;10/21/2022 12:00:00 AM;15610
928;10/20/2022 12:00:00 AM;15579
929;10/19/2022 12:00:00 AM;15491
930;10/18/2022 12:00:00 AM;15469
931;10/17/2022 12:00:00 AM;15480
932;10/14/2022 12:00:00 AM;15390
933;10/13/2022 12:00:00 AM;15357
934;10/12/2022 12:00:00 AM;15373
935;10/11/2022 12:00:00 AM;15362
936;10/10/2022 12:00:00 AM;15299
937;10/7/2022 12:00:00 AM;15246
938;10/6/2022 12:00:00 AM;15197
939;10/5/2022 12:00:00 AM;15196
940;10/4/2022 12:00:00 AM;15276
941;10/3/2022 12:00:00 AM;15293
942;9/30/2022 12:00:00 AM;15232
943;9/29/2022 12:00:00 AM;15247
944;9/28/2022 12:00:00 AM;15243
945;9/27/2022 12:00:00 AM;15155
946;9/26/2022 12:00:00 AM;15119
947;9/23/2022 12:00:00 AM;15035
948;9/22/2022 12:00:00 AM;15033
949;9/21/2022 12:00:00 AM;15011
950;9/20/2022 12:00:00 AM;14975
951;9/19/2022 12:00:00 AM;14980
952;9/16/2022 12:00:00 AM;14939
953;9/15/2022 12:00:00 AM;14899
954;9/14/2022 12:00:00 AM;14923
955;9/13/2022 12:00:00 AM;14861
956;9/12/2022 12:00:00 AM;14839
957;9/9/2022 12:00:00 AM;14846
958;9/8/2022 12:00:00 AM;14905
959;9/7/2022 12:00:00 AM;14927
960;9/6/2022 12:00:00 AM;14885
961;9/5/2022 12:00:00 AM;14920
962;9/2/2022 12:00:00 AM;14900
963;9/1/2022 12:00:00 AM;14884
964;8/31/2022 12:00:00 AM;14853
965;8/30/2022 12:00:00 AM;14875
966;8/29/2022 12:00:00 AM;14887
967;8/26/2022 12:00:00 AM;14814
968;8/25/2022 12:00:00 AM;14827
969;8/24/2022 12:00:00 AM;14851
970;8/23/2022 12:00:00 AM;14893
971;8/22/2022 12:00:00 AM;14882
972;8/19/2022 12:00:00 AM;14858
973;8/18/2022 12:00:00 AM;14822
974;8/16/2022 12:00:00 AM;14767
975;8/15/2022 12:00:00 AM;14727
976;8/12/2022 12:00:00 AM;14688
977;8/11/2022 12:00:00 AM;14799
978;8/10/2022 12:00:00 AM;14875
979;8/9/2022 12:00:00 AM;14862
980;8/8/2022 12:00:00 AM;14915
981;8/5/2022 12:00:00 AM;14904
982;8/4/2022 12:00:00 AM;14929
983;8/3/2022 12:00:00 AM;14917
984;8/2/2022 12:00:00 AM;14888
985;8/1/2022 12:00:00 AM;14874
986;7/29/2022 12:00:00 AM;14860
987;7/28/2022 12:00:00 AM;14958
988;7/27/2022 12:00:00 AM;15020
989;7/26/2022 12:00:00 AM;14984
990;7/25/2022 12:00:00 AM;14992
991;7/22/2022 12:00:00 AM;15024
992;7/21/2022 12:00:00 AM;15017
993;7/20/2022 12:00:00 AM;14984
994;7/19/2022 12:00:00 AM;14992
995;7/18/2022 12:00:00 AM;14986
996;7/15/2022 12:00:00 AM;14999
997;7/14/2022 12:00:00 AM;14999
998;7/13/2022 12:00:00 AM;14985
999;7/12/2022 12:00:00 AM;14993
1000;7/11/2022 12:00:00 AM;14969
1001;7/8/2022 12:00:00 AM;14981
1002;7/7/2022 12:00:00 AM;14986
1003;7/6/2022 12:00:00 AM;15015
1004;7/5/2022 12:00:00 AM;14990
1005;7/4/2022 12:00:00 AM;14960
1006;7/1/2022 12:00:00 AM;14956
1007;6/30/2022 12:00:00 AM;14882
1008;6/29/2022 12:00:00 AM;14848
1009;6/28/2022 12:00:00 AM;14837
1010;6/27/2022 12:00:00 AM;14802
1011;6/24/2022 12:00:00 AM;14846
1012;6/23/2022 12:00:00 AM;14835
1013;6/22/2022 12:00:00 AM;14860
1014;6/21/2022 12:00:00 AM;14804
1015;6/20/2022 12:00:00 AM;14836
1016;6/17/2022 12:00:00 AM;14828
1017;6/16/2022 12:00:00 AM;14741
1018;6/15/2022 12:00:00 AM;14746
1019;6/14/2022 12:00:00 AM;14729
1020;6/13/2022 12:00:00 AM;14672
1021;6/10/2022 12:00:00 AM;14569
1022;6/9/2022 12:00:00 AM;14555
1023;6/8/2022 12:00:00 AM;14477
1024;6/7/2022 12:00:00 AM;14464
1025;6/6/2022 12:00:00 AM;14462
1026;6/3/2022 12:00:00 AM;14431
1027;6/2/2022 12:00:00 AM;14526
1028;5/31/2022 12:00:00 AM;14592
1029;5/30/2022 12:00:00 AM;14544
1030;5/27/2022 12:00:00 AM;14578
1031;5/25/2022 12:00:00 AM;14645
1032;5/24/2022 12:00:00 AM;14653
1033;5/23/2022 12:00:00 AM;14665
1034;5/20/2022 12:00:00 AM;14661
1035;5/19/2022 12:00:00 AM;14731
1036;5/18/2022 12:00:00 AM;14682
1037;5/17/2022 12:00:00 AM;14651
1038;5/13/2022 12:00:00 AM;14619
1039;5/12/2022 12:00:00 AM;14585
1040;5/11/2022 12:00:00 AM;14546
1041;5/10/2022 12:00:00 AM;14546
1042;5/9/2022 12:00:00 AM;14534
1043;4/28/2022 12:00:00 AM;14480
1044;4/27/2022 12:00:00 AM;14418
1045;4/26/2022 12:00:00 AM;14412
1046;4/25/2022 12:00:00 AM;14452
1047;4/22/2022 12:00:00 AM;14361
1048;4/21/2022 12:00:00 AM;14348
1049;4/20/2022 12:00:00 AM;14351
1050;4/19/2022 12:00:00 AM;14347
1051;4/18/2022 12:00:00 AM;14356
1052;4/14/2022 12:00:00 AM;14349
1053;4/13/2022 12:00:00 AM;14359
1054;4/12/2022 12:00:00 AM;14364
1055;4/11/2022 12:00:00 AM;14370
1056;4/8/2022 12:00:00 AM;14365
1057;4/7/2022 12:00:00 AM;14359
1058;4/6/2022 12:00:00 AM;14364
1059;4/5/2022 12:00:00 AM;14348
1060;4/4/2022 12:00:00 AM;14362
1061;4/1/2022 12:00:00 AM;14364
1062;3/31/2022 12:00:00 AM;14357
1063;3/30/2022 12:00:00 AM;14349
1064;3/29/2022 12:00:00 AM;14364
1065;3/28/2022 12:00:00 AM;14360
1066;3/25/2022 12:00:00 AM;14341
1067;3/24/2022 12:00:00 AM;14361
1068;3/23/2022 12:00:00 AM;14351
1069;3/22/2022 12:00:00 AM;14358
1070;3/21/2022 12:00:00 AM;14341
1071;3/18/2022 12:00:00 AM;14340
1072;3/17/2022 12:00:00 AM;14290
1073;3/16/2022 12:00:00 AM;14311
1074;3/15/2022 12:00:00 AM;14321
1075;3/14/2022 12:00:00 AM;14328
1076;3/11/2022 12:00:00 AM;14306
1077;3/10/2022 12:00:00 AM;14298
1078;3/9/2022 12:00:00 AM;14371
1079;3/8/2022 12:00:00 AM;14394
1080;3/7/2022 12:00:00 AM;14411
1081;3/4/2022 12:00:00 AM;14383
1082;3/2/2022 12:00:00 AM;14373
1083;3/1/2022 12:00:00 AM;14350
1084;2/25/2022 12:00:00 AM;14369
1085;2/24/2022 12:00:00 AM;14371
1086;2/23/2022 12:00:00 AM;14355
1087;2/22/2022 12:00:00 AM;14362
1088;2/21/2022 12:00:00 AM;14329
1089;2/18/2022 12:00:00 AM;14339
1090;2/17/2022 12:00:00 AM;14301
1091;2/16/2022 12:00:00 AM;14278
1092;2/15/2022 12:00:00 AM;14292
1093;2/14/2022 12:00:00 AM;14338
1094;2/11/2022 12:00:00 AM;14359
1095;2/10/2022 12:00:00 AM;14344
1096;2/9/2022 12:00:00 AM;14366
1097;2/8/2022 12:00:00 AM;14385
1098;2/7/2022 12:00:00 AM;14404
1099;2/4/2022 12:00:00 AM;14376
1100;2/3/2022 12:00:00 AM;14381
1101;2/2/2022 12:00:00 AM;14347
1102;1/31/2022 12:00:00 AM;14392
1103;1/28/2022 12:00:00 AM;14381
1104;1/27/2022 12:00:00 AM;14385
1105;1/26/2022 12:00:00 AM;14346
1106;1/25/2022 12:00:00 AM;14358
1107;1/24/2022 12:00:00 AM;14327
1108;1/21/2022 12:00:00 AM;14347
1109;1/20/2022 12:00:00 AM;14354
1110;1/19/2022 12:00:00 AM;14370
1111;1/18/2022 12:00:00 AM;14325
1112;1/17/2022 12:00:00 AM;14323
1113;1/14/2022 12:00:00 AM;14310
1114;1/13/2022 12:00:00 AM;14311
1115;1/12/2022 12:00:00 AM;14302
1116;1/11/2022 12:00:00 AM;14299
1117;1/10/2022 12:00:00 AM;14323
1118;1/7/2022 12:00:00 AM;14360
1119;1/6/2022 12:00:00 AM;14396
1120;1/5/2022 12:00:00 AM;14365
1121;1/4/2022 12:00:00 AM;14310
1122;1/3/2022 12:00:00 AM;14270
1123;12/31/2021 12:00:00 AM;14278
1124;12/30/2021 12:00:00 AM;14269
1125;12/29/2021 12:00:00 AM;14265
1126;12/28/2021 12:00:00 AM;14237
1127;12/27/2021 12:00:00 AM;14225
1128;12/24/2021 12:00:00 AM;14219
1129;12/23/2021 12:00:00 AM;14251
1130;12/22/2021 12:00:00 AM;14264
1131;12/21/2021 12:00:00 AM;14349
1132;12/20/2021 12:00:00 AM;14384
1133;12/17/2021 12:00:00 AM;14343
1134;12/16/2021 12:00:00 AM;14343
1135;12/15/2021 12:00:00 AM;14337
1136;12/14/2021 12:00:00 AM;14348
1137;12/13/2021 12:00:00 AM;14346
1138;12/10/2021 12:00:00 AM;14378
1139;12/9/2021 12:00:00 AM;14351
1140;12/8/2021 12:00:00 AM;14348
1141;12/7/2021 12:00:00 AM;14408
1142;12/6/2021 12:00:00 AM;14441
1143;12/3/2021 12:00:00 AM;14408
1144;12/2/2021 12:00:00 AM;14378
1145;12/1/2021 12:00:00 AM;14353
1146;11/30/2021 12:00:00 AM;14320
1147;11/29/2021 12:00:00 AM;14340
1148;11/26/2021 12:00:00 AM;14280
1149;11/25/2021 12:00:00 AM;14280
1150;11/24/2021 12:00:00 AM;14272
1151;11/23/2021 12:00:00 AM;14272
1152;11/22/2021 12:00:00 AM;14255
1153;11/19/2021 12:00:00 AM;14237
1154;11/18/2021 12:00:00 AM;14231
1155;11/17/2021 12:00:00 AM;14259
1156;11/16/2021 12:00:00 AM;14211
1157;11/15/2021 12:00:00 AM;14206
1158;11/12/2021 12:00:00 AM;14243
1159;11/11/2021 12:00:00 AM;14288
1160;11/10/2021 12:00:00 AM;14253
1161;11/9/2021 12:00:00 AM;14233
1162;11/8/2021 12:00:00 AM;14268
1163;11/5/2021 12:00:00 AM;14374
1164;11/4/2021 12:00:00 AM;14327
1165;11/3/2021 12:00:00 AM;14301
1166;11/2/2021 12:00:00 AM;14261
1167;11/1/2021 12:00:00 AM;14235
1168;10/29/2021 12:00:00 AM;14171
1169;10/28/2021 12:00:00 AM;14199
1170;10/27/2021 12:00:00 AM;14184
1171;10/26/2021 12:00:00 AM;14165
1172;10/25/2021 12:00:00 AM;14183
1173;10/22/2021 12:00:00 AM;14162
1174;10/21/2021 12:00:00 AM;14133
1175;10/19/2021 12:00:00 AM;14080
1176;10/18/2021 12:00:00 AM;14096
1177;10/15/2021 12:00:00 AM;14084
1178;10/14/2021 12:00:00 AM;14155
1179;10/13/2021 12:00:00 AM;14221
1180;10/12/2021 12:00:00 AM;14217
1181;10/11/2021 12:00:00 AM;14210
1182;10/8/2021 12:00:00 AM;14225
1183;10/7/2021 12:00:00 AM;14238
1184;10/6/2021 12:00:00 AM;14245
1185;10/5/2021 12:00:00 AM;14260
1186;10/4/2021 12:00:00 AM;14276
1187;10/1/2021 12:00:00 AM;14315
1188;9/30/2021 12:00:00 AM;14321
1189;9/29/2021 12:00:00 AM;14307
1190;9/28/2021 12:00:00 AM;14269
1191;9/27/2021 12:00:00 AM;14258
1192;9/24/2021 12:00:00 AM;14250
1193;9/23/2021 12:00:00 AM;14256
1194;9/22/2021 12:00:00 AM;14249
1195;9/21/2021 12:00:00 AM;14244
1196;9/20/2021 12:00:00 AM;14251
1197;9/17/2021 12:00:00 AM;14233
1198;9/16/2021 12:00:00 AM;14238
1199;9/15/2021 12:00:00 AM;14252
1200;9/14/2021 12:00:00 AM;14257
1201;9/13/2021 12:00:00 AM;14260
1202;9/10/2021 12:00:00 AM;14225
